Id,Sales
834,5927.715
835,5393.0166
836,8885.074
837,7527.4907
838,10232.044
839,4186.191
840,5919.171
841,14100.565
842,7737.033
843,5528.6143
844,9242.568
845,6527.6733
846,4824.113
847,4671.673
848,5201.879
849,5463.9985
850,6311.0005
851,4793.458
852,4721.1226
853,7411.8867
854,6428.649
855,23010.518
856,5441.8716
857,4561.4956
858,6589.1743
859,8171.9365
860,6809.338
861,6001.3926
862,5434.7573
863,8563.822
864,8024.5356
865,4258.948
866,5502.349
867,6411.8022
868,8246.127
869,5997.694
870,8061.305
871,5282.831
872,4657.1616
873,4994.5903
874,7898.5757
875,10215.185
876,8550.918
877,6922.1978
878,5292.2607
879,5494.502
880,4661.299
881,6713.4297
882,8040.876
883,8696.572
884,5167.4795
885,5643.4766
886,4885.908
887,4953.8833
888,9625.906
889,5597.397
890,4505.711
891,5452.1006
892,7906.5723
893,3950.667
894,6216.9404
895,3914.0886
896,5562.56
897,5204.971
898,5439.3135
899,6134.448
900,5841.5293
901,5211.433
902,6090.9985
903,6433.7324
904,8705.913
905,5255.3765
906,7815.391
907,8419.325
908,8712.656
909,5907.3604
910,6982.0054
911,4561.9854
912,5024.5264
913,6370.9844
914,5787.4595
915,8059.387
916,6462.797
917,5469.6978
918,6391.7295
919,5756.47
920,7563.2437
921,3701.5315
922,12381.222
923,5033.0674
924,5794.2207
925,7788.484
926,5367.4214
927,5592.665
928,5395.057
929,6050.9966
930,4832.51
931,5045.5723
932,6566.259
933,7302.017
934,7429.164
935,5606.0073
936,7515.7026
937,9073.47
938,6598.73
939,5046.528
940,5743.4346
941,6152.3267
942,5866.4146
943,5894.114
944,4227.809
945,7179.4478
946,5976.4863
947,5922.5015
948,6666.03
949,4818.216
950,5018.2534
951,5435.357
952,6907.962
953,9062.447
954,5063.405
955,4411.185
956,6646.121
957,5519.7275
958,4920.607
959,7932.237
960,5674.443
961,7232.244
962,5596.86
963,4711.692
964,5933.3594
965,6580.116
966,8251.792
967,6673.8066
968,6941.817
969,5161.791
970,8063.405
971,5629.44
972,6068.346
973,7449.7896
974,6208.244
975,8500.532
976,6266.6685
977,6427.662
978,5160.7036
979,6634.7856
980,5981.1157
981,6288.091
982,4164.438
983,5778.894
984,7667.8433
985,5107.04
986,4494.8657
987,7355.911
988,6435.0405
989,5147.798
990,5765.6704
991,5264.3857
992,7461.7197
993,7161.7944
994,6713.5786
995,4938.3037
996,5334.1875
997,5472.4697
998,3767.6907
999,6576.9893
1000,4620.702
1001,7701.538
1002,6649.639
1003,6305.278
1004,8202.498
1005,6282.0767
1006,4618.43
1007,10522.525
1008,6930.9443
1009,7134.188
1010,7233.4507
1011,4747.9844
1012,5301.3267
1013,5104.2217
1014,7659.454
1015,10899.901
1016,5707.9004
1017,3280.5454
1018,4710.2686
1019,6978.228
1020,6913.2197
1021,5273.6694
1022,6722.8145
1023,5366.374
1024,5666.9497
1025,3693.248
1026,5077.7925
1027,5572.1445
1028,5952.02
1029,6163.664
1030,5640.8696
1031,6299.155
1032,7621.4375
1033,8226.64
1034,4272.8354
1035,8360.707
1036,9155.089
1037,5021.088
1038,7481.576
1039,4855.117
1040,5898.225
1041,3852.5674
1042,7610.704
1043,4974.274
1044,8589.295
1045,7207.683
1046,7089.2095
1047,8233.019
1048,5217.4927
1049,7400.699
1050,18455.064
1051,7971.899
1052,5627.0396
1053,2785.4956
1054,5693.6626
1055,8651.044
1056,5137.1216
1057,15010.56
1058,23116.828
1059,3843.686
1060,5267.4507
1061,8348.366
1062,5471.95
1063,8317.554
1064,5785.0166
1065,6568.714
1066,6335.5103
1067,6134.9346
1068,5321.061
1069,6956.2554
1070,7935.6304
1071,5557.0645
1072,5442.0483
1073,6389.9634
1074,4693.54
1075,4774.42
1076,6948.877
1077,4832.0273
1078,5059.477
1079,6307.9907
1080,6403.244
1081,6033.403
1082,6689.5156
1083,7044.4556
1084,6638.4404
1085,6175.177
1086,7234.031
1087,5362.411
1088,3673.0522
1089,5690.7383
1090,7463.2446
1091,5556.5527
1092,4726.572
1093,7465.166
1094,5618.602
1095,8154.364
1096,6738.379
1097,5249.596
1098,5018.432
1099,4489.18
1100,8037.721
1101,5101.924
1102,7424.673
1103,15579.328
1104,6318.5728
1105,5886.042
1106,4692.9595
1107,4670.86
1108,6103.73
1109,4065.2302
1110,6248.6675
1111,10414.503
1112,4921.681
1113,17369.594
1114,14275.384
1115,4469.4736
1116,5713.979
1117,5841.3516
1118,6566.2095
1119,5738.819
1120,8459.186
1121,6554.278
1122,9586.504
1123,4785.5034
1124,6168.9834
1125,4484.121
1126,7249.9995
1127,5577.992
1128,5189.459
1129,5921.402
1130,9276.299
1131,6602.133
1132,9341.815
1133,5279.5654
1134,8989.976
1135,5789.8584
1136,9167.609
1137,5432.8213
1138,5129.9272
1139,5339.347
1140,8229.072
1141,5244.463
1142,6044.812
1143,5536.2964
1144,7156.619
1145,3931.0583
1146,8975.182
1147,7790.615
1148,4453.941
1149,12273.334
1150,16701.92
1151,6118.779
1152,5706.9316
1153,8717.061
1154,9242.822
1155,11025.393
1156,5672.239
1157,6426.037
1158,5279.656
1159,6986.127
1160,4416.6865
1161,5944.9688
1162,5427.0225
1163,5334.3
1164,6053.4487
1165,5626.927
1166,4591.3057
1167,5780.6533
1168,3613.1582
1169,4637.25
1170,5484.053
1171,6632.338
1172,7210.7837
1173,7015.045
1174,7447.754
1175,5352.168
1176,5509.584
1177,12153.308
1178,6468.27
1179,5144.278
1180,4407.5317
1181,7923.5986
1182,4493.7607
1183,6860.617
1184,3925.8435
1185,5225.595
1186,6834.077
1187,5293.635
1188,4414.9346
1189,6944.0864
1190,8221.385
1191,12760.295
1192,6020.1143
1193,7528.879
1194,3589.735
1195,5485.4897
1196,6234.3384
1197,4457.8296
1198,8181.6436
1199,5114.276
1200,5499.9097
1201,7104.5884
1202,11098.076
1203,8300.171
1204,4764.904
1205,4767.2856
1206,8007.709
1207,6036.338
1208,6381.777
1209,4678.4434
1210,6250.356
1211,9966.153
1212,4507.291
1213,7115.6973
1214,6274.7324
1215,6937.9585
1216,11894.459
1217,5366.0186
1218,12736.931
1219,5807.2017
1220,5581.5903
1221,4209.465
1222,6606.314
1223,5040.256
1224,5340.6455
1225,6636.8267
1226,4529.4756
1227,4801.5376
1228,6693.3457
1229,3782.1116
1230,7873.4673
1231,6023.562
1232,8805.221
1233,7571.2827
1234,4652.28
1235,8610.931
1236,6869.776
1237,5961.593
1238,4659.5005
1239,5224.335
1240,10307.22
1241,7004.774
1242,5370.9614
1243,6878.235
1244,6788.581
1245,6282.688
1246,5128.412
1247,6911.4497
1248,6179.597
1249,8184.8633
1250,5809.5376
1251,7000.401
1252,6304.5913
1253,5907.609
1254,5121.042
1255,5091.725
1256,4105.9883
1257,4545.319
1258,6766.342
1259,8205.02
1260,8480.353
1261,8478.733
1262,7170.862
1263,5635.169
1264,5391.066
1265,10211.164
1266,9098.993
1267,5875.6377
1268,7695.4556
1269,7095.362
1270,6026.802
1271,4803.6094
1272,9869.602
1273,5464.288
1274,7054.0894
1275,5544.055
1276,2982.2292
1277,9788.026
1278,4984.492
1279,4585.084
1280,5000.429
1281,5329.6587
1282,7614.8027
1283,6835.537
1284,6089.029
1285,5429.6685
1286,4546.7173
1287,4791.034
1288,3782.693
1289,5827.142
1290,21912.87
1291,4974.223
1292,5157.7915
1293,6520.1904
1294,5514.116
1295,5161.8784
1296,4580.2334
1297,4818.1143
1298,6226.9434
1299,5659.236
1300,3898.6665
1301,6975.867
1302,5652.039
1303,4880.9336
1304,7448.8223
1305,6925.242
1306,10528.16
1307,5761.9204
1308,6673.538
1309,4597.013
1310,5978.0444
1311,16507.865
1312,7627.231
1313,6052.5693
1314,5389.59
1315,4299.7793
1316,5243.08
1317,4883.399
1318,9673.592
1319,5799.7295
1320,5783.3896
1321,6460.4575
1322,4286.542
1323,5726.6245
1324,8505.272
1325,5859.574
1326,5936.908
1327,4551.2915
1328,5034.872
1329,5045.355
1330,8990.934
1331,7148.7803
1332,5677.7915
1333,4613.706
1334,6994.4775
1335,6197.184
1336,4405.684
1337,6271.194
1338,6005.3315
1339,5673.4297
1340,5648.089
1341,6528.348
1342,5676.669
1343,5782.509
1344,7268.299
1345,5655.429
1346,6141.711
1347,7275.5625
1348,5294.115
1349,4532.5513
1350,8944.52
1351,5024.378
1352,4128.279
1353,8061.3457
1354,6856.523
1355,10478.554
1356,5709.0376
1357,5856.344
1358,5738.292
1359,7020.5693
1360,5150.0195
1361,7387.145
1362,3584.291
1363,6278.7466
1364,5264.773
1365,5649.283
1366,4939.804
1367,5614.3403
1368,7530.987
1369,6324.999
1370,8655.17
1371,6245.685
1372,7525.5527
1373,4216.075
1374,6242.249
1375,6042.9443
1376,6909.078
1377,7092.4814
1378,4178.4995
1379,11181.706
1380,6099.4604
1381,7026.9995
1382,5573.805
1383,4487.0347
1384,7041.5156
1385,5227.1196
1386,7284.6133
1387,5904.9385
1388,5978.291
1389,6287.9863
1390,6587.407
1391,5487.2725
1392,6966.826
1393,5136.8584
1394,8851.727
1395,9144.275
1396,6860.196
1397,4947.395
1398,5557.0234
1399,3864.3113
1400,3628.4226
1401,7647.229
1402,5025.745
1403,7497.519
1404,4046.9988
1405,5780.295
1406,5656.283
1407,8737.99
1408,4345.154
1409,4651.4146
1410,5432.2393
1411,6664.7085
1412,4474.613
1413,6361.234
1414,6613.561
1415,11095.873
1416,6326.8604
1417,6079.7617
1418,5506.011
1419,4419.067
1420,4596.6885
1421,9204.568
1422,7743.2866
1423,6098.997
1424,21550.148
1425,5371.405
1426,4908.6846
1427,6434.5234
1428,6796.0347
1429,8181.766
1430,5705.73
1431,8414.202
1432,7070.767
1433,6783.788
1434,5671.3853
1435,5030.7134
1436,5332.677
1437,4531.296
1438,4527.632
1439,4713.3906
1440,7112.9907
1441,16952.18
1442,6148.5864
1443,5564.176
1444,6767.9565
1445,4095.971
1446,5541.8022
1447,4285.7095
1448,7777.3564
1449,5628.506
1450,5822.022
1451,12068.776
1452,17927.318
1453,5617.066
1454,6263.6445
1455,4465.1035
1456,5723.338
1457,5942.4473
1458,6634.294
1459,4825.028
1460,4037.0007
1461,6275.007
1462,5108.4844
1463,6309.1123
1464,6156.8086
1465,4163.92
1466,6031.1406
1467,7542.166
1468,6189.9805
1469,4656.503
1470,4420.0186
1471,6657.0254
1472,4684.636
1473,7763.5664
1474,4691.0996
1475,4834.3413
1476,5788.015
1477,4873.8325
1478,4232.4795
1479,5123.779
1480,5717.349
1481,8088.982
1482,7520.508
1483,5127.3643
1484,4857.949
1485,5886.767
1486,6503.184
1487,5266.112
1488,5963.9805
1489,5348.9077
1490,9803.381
1491,6239.5376
1492,5902.354
1493,8612.961
1494,4941.1333
1495,6977.801
1496,5736.7075
1497,13041.107
1498,5472.312
1499,4978.3433
1500,5313.603
1501,4624.763
1502,7979.4175
1503,13571.673
1504,4320.011
1505,4081.4507
1506,7856.9653
1507,6616.012
1508,7034.0024
1509,7958.6245
1510,5656.8115
1511,4723.0166
1512,5010.793
1513,8980.232
1514,5855.693
1515,7526.263
1516,7549.682
1517,4464.1274
1518,6374.5317
1519,6362.368
1520,4582.4834
1521,8488.448
1522,8202.583
1523,5148.7583
1524,6298.9355
1525,5677.9224
1526,4444.6357
1527,6791.28
1528,5465.728
1529,6644.2114
1530,4858.9185
1531,4752.6685
1532,7118.203
1533,3806.3977
1534,7611.259
1535,4932.744
1536,5727.743
1537,4580.081
1538,5645.8813
1539,6514.9224
1540,5850.4688
1541,5693.6387
1542,7394.1846
1543,4987.3984
1544,7028.342
1545,6676.5503
1546,7850.4375
1547,8510.309
1548,7563.6665
1549,3290.074
1550,5737.281
1551,6755.4395
1552,4783.434
1553,8288.209
1554,4900.3867
1555,7108.6665
1556,9586.279
1557,6649.7954
1558,3936.2078
1559,9652.854
1560,8488.897
1561,5748.2686
1562,9050.072
1563,9410.418
1564,5062.4917
1565,5514.655
1566,6109.0527
1567,5884.9185
1568,5735.8115
1569,6141.653
1570,4426.8984
1571,8085.756
1572,5869.3467
1573,6550.166
1574,6590.0967
1575,5980.2744
1576,7149.1914
1577,4298.1426
1578,6879.7036
1579,6074.5273
1580,5849.9443
1581,6328.9683
1582,6147.129
1583,8262.966
1584,5332.4634
1585,5375.1562
1586,5275.9385
1587,5867.119
1588,7532.807
1589,4818.971
1590,4708.5254
1591,8293.495
1592,10309.861
1593,5340.9824
1594,6869.9507
1595,5260.4116
1596,6720.2783
1597,4944.7124
1598,3999.164
1599,5814.417
1600,5859.587
1601,6910.145
1602,10260.513
1603,7540.375
1604,5077.7275
1605,7009.9585
1606,5120.5947
1607,3888.4736
1608,7483.282
1609,12662.387
1610,6598.9907
1611,6280.247
1612,4683.418
1613,5572.397
1614,8483.541
1615,5937.1978
1616,7366.54
1617,5354.423
1618,5553.907
1619,5425.072
1620,5087.9224
1621,5516.3745
1622,4744.12
1623,4379.8535
1624,4773.3296
1625,6486.416
1626,6412.0684
1627,4758.4805
1628,6297.8364
1629,6930.5493
1630,6183.183
1631,4739.317
1632,8054.5312
1633,7194.439
1634,4937.215
1635,3990.357
1636,11480.417
1637,5199.8213
1638,5018.386
1639,7397.1714
1640,7199.952
1641,6961.897
1642,6113.241
1643,7313.0737
1644,8943.148
1645,13127.951
1646,5101.156
1647,4292.707
1648,4954.8833
1649,6540.821
1650,4990.6265
1651,7803.203
1652,7137.243
1653,5773.656
1654,4669.3853
1655,6555.2305
1656,7876.697
1657,4837.45
1658,6103.0703
1659,4952.4233
1660,5881.618
1661,8696.1875
1662,6252.3843
1663,8328.295
1664,5970.3247
1665,4090.7092
1666,5719.8457
1667,6296.2812
1668,9246.635
1669,6432.874
1670,6705.9077
1671,5735.6426
1672,5070.7905
1673,8596.478
1674,4598.1367
1675,9114.83
1676,5268.1875
1677,3791.906
1678,7135.4727
1679,6204.838
1680,5843.5874
1681,7486.3613
1682,4666.797
1683,4563.2725
1684,6453.0737
1685,6695.897
1686,8431.134
1687,4761.1772
1688,5948.4688
1689,6252.457
1690,5840.619
1691,5091.145
1692,8485.969
1693,7542.0034
1694,10092.796
1695,4021.5833
1696,5634.113
1697,14188.041
1698,7524.2334
1699,5217.4453
1700,9306.226
1701,6367.5464
1702,4799.9165
1703,4523.272
1704,5024.156
1705,5304.7534
1706,6002.3823
1707,4710.9717
1708,4491.312
1709,6922.9805
1710,6404.6714
1711,22065.709
1712,5373.694
1713,4991.738
1714,7705.928
1715,8970.253
1716,7361.591
1717,6624.323
1718,5705.9185
1719,9317.072
1720,8771.742
1721,4674.7207
1722,6161.578
1723,6988.949
1724,8692.078
1725,6935.3027
1726,8590.513
1727,5703.807
1728,4913.384
1729,5259.1973
1730,9074.307
1731,12178.511
1732,10393.603
1733,7809.2144
1734,6072.4014
1735,5743.602
1736,4927.5205
1737,7864.115
1738,9008.375
1739,9305.171
1740,5821.4927
1741,6428.685
1742,5467.4307
1743,5469.8447
1744,11052.071
1745,6542.064
1746,4688.8125
1747,6185.538
1748,8193.199
1749,3983.9084
1750,6510.467
1751,4038.393
1752,6079.5186
1753,5677.638
1754,5759.341
1755,6506.02
1756,6551.7705
1757,5436.9194
1758,7073.181
1759,6822.9165
1760,9589.42
1761,5451.742
1762,8417.74
1763,8869.204
1764,10134.719
1765,6571.418
1766,8316.898
1767,5088.6807
1768,5315.7046
1769,7653.1543
1770,6133.918
1771,9057.147
1772,7301.576
1773,5919.039
1774,6837.128
